Id,SalePrice
1461,34007.63226855034
1462,46624.99525304569
1463,50985.60989261703
1464,56517.10748908172
1465,55406.65636641569
1466,48492.36851323037
1467,50257.86525379239
1468,46195.63598625954
1469,54130.972698731275
1470,35002.033824645856
1471,52603.069917937006
1472,27693.15661334917
1473,26776.450455554277
1474,41614.11204346748
1475,32448.68423955008
1476,101504.27587182783
1477,73464.76040024063
1478,80852.18239536836
1479,80928.5197757915
1480,147605.84228042062
1481,96523.13258495703
1482,58993.019113351926
1483,50416.287936376786
1484,47569.199014449594
1485,53374.0904106862
1486,55104.78684385399
1487,98365.39787152315
1488,63779.153258552135
1489,55285.25130776883
1490,67969.55033594904
1491,55186.185702933035
1492,27220.700728770455
1493,47082.43090318314
1494,81093.5319332162
1495,80920.17986552014
1496,65604.36205473714
1497,52481.30418699667
1498,54409.77479880113
1499,47567.638533305624
1500,45052.72833206202
1501,49702.590973429855
1502,41897.42188351632
1503,85904.46101928016
1504,69202.71113993952
1505,64830.62663033702
1506,53558.23336719471
1507,75255.50823261323
1508,57212.935244679786
1509,44423.31412203506
1510,41733.26125110116
1511,47828.51565955741
1512,50301.7124962548
1513,40720.66155676602
1514,43548.4935492472
1515,54671.002481153664
1516,42614.30911160094
1517,47657.72276719876
1518,36577.079271559305
1519,61044.89366312692
1520,36422.350907444605
1521,36866.43293784893
1522,49628.407573415134
1523,32689.3824961908
1524,33189.90625748597
1525,34061.042446415624
1526,32716.1190724982
1527,31098.626647675206
1528,36909.421673709185
1529,45074.86228195462
1530,56619.134313439004
1531,31933.716742277298
1532,26877.620052415965
1533,44267.72242873279
1534,34061.283388849224
1535,39814.65215837925
1536,29566.775675846253
1537,18148.560029745633
1538,42334.98739081941
1539,56755.95175811157
1540,25016.71940221221
1541,37729.77236758887
1542,45022.56125067775
1543,52821.13142417472
1544,24644.893486226778
1545,33892.8520503171
1546,39878.61907222132
1547,39976.85728314528
1548,39167.33396997817
1549,35489.053411846995
1550,38711.2705932855
1551,30879.29495791365
1552,40426.176494167696
1553,38809.054654010106
1554,33666.655516349754
1555,44032.418763063615
1556,22244.665465011036
1557,32489.221599167802
1558,29044.932914538396
1559,16237.46260433143
1560,39097.69726814124
1561,103752.82483258586
1562,38396.445147117265
1563,34492.04296623688
1564,45469.97440453617
1565,39652.054700450375
1566,63430.245436732934
1567,22003.593580550085
1568,67272.74382585534
1569,35848.38861146414
1570,38416.72259227754
1571,32838.89885652423
1572,39735.146892313795
1573,69132.00209618105
1574,36710.12517437905
1575,63761.6417121595
1576,64719.40412252543
1577,51611.9364986898
1578,38323.99280544887
1579,42798.16871035477
1580,53777.284359665704
1581,43745.915846998745
1582,36134.52454679559
1583,88881.30452753957
1584,63203.93311645046
1585,39049.864387127505
1586,22770.034913978405
1587,29163.83668745011
1588,40913.455981199
1589,26890.035269383523
1590,38924.19987035139
1591,25998.514698801395
1592,31056.766167659465
1593,36663.358030228446
1594,119914.71893930141
1595,30970.840836074327
1596,64538.91654502331
1597,55789.209492342125
1598,63812.30703122597
1599,47359.93967285316
1600,44841.15513657148
1601,21171.643514990043
1602,32923.478259208845
1603,18713.59484517091
1604,77287.09808554998
1605,67389.9393234744
1606,47596.95844472418
1607,49234.3506903177
1608,61003.78326182334
1609,51734.98832960219
1610,42648.97832297725
1611,37607.05484801205
1612,47994.28431233435
1613,45802.936315349405
1614,31247.770042379696
1615,25297.724725387798
1616,22451.888608595134
1617,26228.37513345864
1618,39029.950010240536
1619,39436.83516998316
1620,50694.33982424295
1621,37478.4239297923
1622,40939.3270852384
1623,73340.9025571715
1624,61371.72297315629
1625,34344.5466275101
1626,48309.848000762555
1627,54659.57476397087
1628,78187.57921392673
1629,50571.71841556645
1630,110639.03329534708
1631,66717.88398360647
1632,70993.5523859209
1633,49042.227747686346
1634,53193.53050532528
1635,49751.89485916484
1636,43274.799083378115
1637,56861.6263825621
1638,52723.67167877053
1639,51762.048605325515
1640,71508.65501546099
1641,50480.38852571832
1642,69820.90442913276
1643,65528.80457408468
1644,66312.5237240656
1645,63441.11800210343
1646,44081.13944621013
1647,43083.827343642726
1648,36225.414198651786
1649,39693.88598356109
1650,32254.278371482884
1651,33383.33285723753
1652,28023.401383562858
1653,28893.847920655076
1654,41582.63722744105
1655,37946.65537112363
1656,40064.17719336793
1657,43018.05881628554
1658,42611.988991060745
1659,36143.527832466185
1660,43800.51135546794
1661,130999.71337556952
1662,116051.61911931222
1663,106751.44988453746
1664,142489.1726316004
1665,83181.62078221617
1666,88324.61975200816
1667,112973.7534745993
1668,92467.02959527253
1669,83983.51431750185
1670,95160.35517121087
1671,79384.93454519918
1672,127421.63495358158
1673,85907.94905060405
1674,70809.42833360277
1675,56599.562113053005
1676,55862.561233641216
1677,61296.61490797905
1678,146763.44890214765
1679,110328.49963654345
1680,88052.32862674298
1681,63525.05557008456
1682,88711.7109809288
1683,54240.458293521544
1684,49287.449222616895
1685,49767.30353683881
1686,48763.28703452149
1687,48038.60357230989
1688,53501.20215601827
1689,54492.192060962625
1690,55931.41107646886
1691,52785.37298637553
1692,72068.41934352167
1693,48571.866411219
1694,51868.43190148563
1695,47601.07668749611
1696,83814.6527255921
1697,49141.13694151872
1698,99934.2517887713
1699,88801.77515008065
1700,73040.68638969428
1701,74971.52271820055
1702,69585.63751734546
1703,68106.25481294977
1704,80483.7942711502
1705,65044.26404856985
1706,31543.078218620725
1707,58498.43025112563
1708,57063.974384214656
1709,74562.1277390072
1710,63049.46661233176
1711,75478.82861918645
1712,74402.38491951942
1713,76770.31009610202
1714,62734.2287716039
1715,59234.3468132164
1716,53068.89797339181
1717,49665.67507297422
1718,40231.39764578126
1719,58506.66071738836
1720,191000.10102180828
1721,42986.60156158318
1722,34035.20257090583
1723,41712.21485255131
1724,58498.09258708877
1725,69154.4294174301
1726,52575.349386576716
1727,43341.00115933655
1728,45981.22677807203
1729,46558.5696066151
1730,42776.41281611268
1731,34343.03471681566
1732,37406.79514326654
1733,32171.450195085257
1734,32920.43099278506
1735,33469.647044912184
1736,31624.459236873936
1737,86329.7099722935
1738,68227.50133639066
1739,71108.15469503448
1740,63870.47731610764
1741,55844.77987187113
1742,48841.496625196
1743,50197.26194762415
1744,91810.63422664888
1745,63045.79737019257
1746,54991.779630816796
1747,63278.67567812223
1748,63713.30785415267
1749,39730.15834911926
1750,34961.97872959967
1751,70398.19349817168
1752,33533.534061397346
1753,42272.520448320945
1754,56250.49143033936
1755,44656.061875233456
1756,35843.85898936848
1757,35018.21512901048
1758,40610.57030496382
1759,45557.62391713483
1760,47456.96850273669
1761,41510.65509829868
1762,51790.24980805479
1763,51776.52215113592
1764,32945.456259551305
1765,39337.01701023979
1766,56092.197131519555
1767,65036.67862856706
1768,39864.42565054855
1769,47312.497005292156
1770,44186.75932890641
1771,33287.025438054836
1772,37018.47832617988
1773,34774.46160846871
1774,43236.837831489014
1775,41582.20293898241
1776,37297.03460908808
1777,31397.534210700338
1778,40944.21094756698
1779,37218.50532456484
1780,45767.06821412756
1781,34900.50819523564
1782,26010.80870588907
1783,39944.27692512054
1784,29411.03259666627
1785,32774.48995105323
1786,46271.09347478418
1787,43649.24116316042
1788,18897.558578372493
1789,27739.188060102595
1790,23803.139755998855
1791,56689.70006475883
1792,43104.19611807955
1793,38174.26376411806
1794,45254.21000375958
1795,39590.956452819824
1796,123121.70047580598
1797,32206.827384021006
1798,33216.517946458254
1799,32744.513757580782
1800,37821.636089163076
1801,35920.318953772905
1802,38879.06288775716
1803,42448.29318896113
1804,39897.89640818437
1805,38800.636516534556
1806,36940.78248435109
1807,35544.51394129694
1808,32097.471182647983
1809,32631.80326026557
1810,38139.07682401949
1811,23461.517813222723
1812,26086.35682651276
1813,34454.22866915613
1814,27024.02535418073
1815,18194.472798921626
1816,28513.122668783988
1817,28723.517588015697
1818,36239.12957720292
1819,36146.82770273583
1820,13924.910977553687
1821,31251.379650025483
1822,42165.50512789552
1823,11637.933157221294
1824,34515.279393287565
1825,37726.289915682486
1826,31885.843946719622
1827,30057.006613554324
1828,38478.17381696959
1829,35256.38163594432
1830,41211.008070874734
1831,38681.46728376514
1832,21175.730179158778
1833,40632.48207435555
1834,34282.70986611776
1835,36363.30668305754
1836,37984.297581429346
1837,27627.031287012924
1838,37033.071439550935
1839,31747.643143593043
1840,38217.977795374
1841,37755.16167513466
1842,25555.94260680617
1843,37357.89255699931
1844,39607.804340658695
1845,41009.42402490224
1846,44731.989655448335
1847,48359.582021112874
1848,15845.365673551278
1849,27708.158421076667
1850,33250.85724492716
1851,42558.7670674222
1852,36282.90601047219
1853,34669.13280665311
1854,45816.61975500094
1855,42858.812924878264
1856,63573.86769935377
1857,32999.7108868835
1858,38200.44148432145
1859,31594.21593846727
1860,42383.15247285667
1861,31985.796852447304
1862,91681.70384756479
1863,85798.22854994427
1864,85808.45425824106
1865,92240.97522046906
1866,85841.57868645099
1867,63085.195340511986
1868,81597.3255281545
1869,58358.23737499786
1870,63080.0038282833
1871,68213.27841244769
1872,49162.60590069675
1873,71529.46730569511
1874,41939.19478727046
1875,54566.704560461236
1876,56369.94756317734
1877,59463.708842003754
1878,55536.51650196747
1879,36562.66583975849
1880,37505.656110372205
1881,73214.23119747557
1882,68514.92428056951
1883,52861.284927194254
1884,57919.33061052449
