Id,SalePrice
1461,96506.56486094778
1462,124592.28646341781
1463,146698.47640682053
1464,165259.93839098077
1465,167396.24972827156
1466,143159.48429849246
1467,152155.05732885585
1468,138564.0466007838
1469,159717.65270161643
1470,105122.38666360088
1471,146375.7318851664
1472,83784.69596543701
1473,79928.83098168897
1474,120626.38380743116
1475,95424.20073706591
1476,295617.0633084596
1477,215638.9627922733
1478,250425.67131236274
1479,252693.96523755262
1480,415279.3030596989
1481,288194.8079721015
1482,184314.96561702774
1483,143853.813973176
1484,142487.96217534682
1485,165643.1835143799
1486,160981.72844060318
1487,288811.676223599
1488,195762.35468095582
1489,160278.38871461837
1490,198328.53192881093
1491,166481.28470314984
1492,79992.18949977572
1493,154232.67873879816
1494,246223.98287624883
1495,238948.57500137668
1496,193067.15899914587
1497,150292.99047651008
1498,159391.27325836985
1499,140273.3861485118
1500,135474.18879571225
1501,147300.76279577846
1502,128307.81944275092
1503,244928.92287376607
1504,208781.3335294093
1505,193033.27608189423
1506,157817.66128650052
1507,210671.05383591476
1508,165361.99783181265
1509,130884.29768291663
1510,122473.73308301794
1511,138297.4940724016
1512,144032.1179158973
1513,125799.30302593399
1514,129463.3421750428
1515,156008.02828689484
1516,128710.30492988757
1517,137464.4955958046
1518,109182.19990357994
1519,174087.94547192575
1520,109672.6444953978
1521,104823.47560804323
1522,145063.15411644342
1523,95176.56521141934
1524,97700.70414524908
1525,99875.38424048343
1526,94915.42094414713
1527,94865.81279297805
1528,110090.4014091213
1529,131277.68426119012
1530,173661.60603041895
1531,101236.29721035401
1532,87338.61698524698
1533,128469.34847852579
1534,101235.0476618408
1535,114948.38153492383
1536,90137.11059884488
1537,53301.02872637471
1538,128076.70079358919
1539,161727.55649665502
1540,74102.27423403718
1541,108478.83679654406
1542,115038.12187375125
1543,151262.5323955407
1544,77768.60192713795
1545,102739.51498913683
1546,123176.49434979404
1547,115379.22928181109
1548,118182.38249010376
1549,109163.78232045048
1550,116137.81700266704
1551,91056.04669695246
1552,126208.46241048518
1553,115630.78922376604
1554,103298.49163421508
1555,129071.69387293856
1556,72531.51750567491
1557,87499.74427885983
1558,86596.66780503668
1559,59747.8363580371
1560,116626.97057041682
1561,112243.29608347648
1562,114942.13570739471
1563,103199.04667177942
1564,135912.24439480118
1565,118921.22852414133
1566,196800.63702116985
1567,65607.57324888493
1568,213912.83471754743
1569,102265.94011756715
1570,118657.54356368906
1571,93041.35163577639
1572,112704.62486307349
1573,183139.9251356013
1574,105445.05396265032
1575,194429.04579000553
1576,208942.5175394252
1577,153918.49747209126
1578,117033.9853878102
1579,125535.32313017722
1580,165494.0605697908
1581,134685.51521217177
1582,110912.2744725468
1583,249501.0464867861
1584,187996.82858496348
1585,120519.29858027174
1586,64373.63950891884
1587,93076.54575001037
1588,125076.50457154028
1589,80467.92200152313
1590,112834.88545533323
1591,76842.61469365677
1592,93408.90643776403
1593,116716.15592982271
1594,130048.09700981826
1595,92091.64999067536
1596,185209.48489816603
1597,171287.1871963023
1598,192471.99740710546
1599,141172.81941727718
1600,136488.34719238855
1601,58867.2084618801
1602,92684.93982794747
1603,63501.37066272346
1604,225758.35304142005
1605,201128.38955495902
1606,140167.84757317053
1607,154764.3907981571
1608,186744.7202912366
1609,154203.07754053472
1610,130315.56165061139
1611,114481.22540124177
1612,141878.06480374956
1613,139542.32416840832
1614,100381.41336345483
1615,75497.27610642469
1616,65813.70396232136
1617,77241.46558080026
1618,115137.39447346292
1619,121812.86752669625
1620,149631.28255114512
1621,108211.36211031905
1622,125758.59266616202
1623,221434.47224055845
