PassengerId,Survived
892,-0.8851454854011536
893,-0.35917016863822937
894,-0.8899241089820862
895,-0.8746666312217712
896,1.6170202493667603
897,-0.8760643005371094
898,0.623729944229126
899,-0.970075786113739
900,38.28623962402344
901,-0.8838622570037842
902,-0.876742422580719
903,-0.35917016863822937
904,290.6884765625
905,-0.879507303237915
906,1295.0841064453125
907,142.58566284179688
908,-0.856456995010376
909,-0.8284314870834351
910,-0.35917016863822937
911,6.123564720153809
912,-0.4529353976249695
913,41.7773551940918
914,658.0016479492188
915,-0.35917016863822937
916,1387076648960.0
917,-0.9065682888031006
918,6495.34228515625
919,-0.8286454081535339
920,-0.35917016863822937
921,-0.8628114461898804
922,-0.8880531191825867
923,-0.9668469429016113
924,-0.20845970511436462
925,-0.35917016863822937
926,-0.35917016863822937
927,-0.8280501365661621
928,-0.32834115624427795
929,-0.2710909843444824
930,-0.871192216873169
931,-0.35917016863822937
932,-0.855760931968689
933,-0.35917016863822937
934,-0.8741549253463745
935,76.20510864257812
936,539.8048095703125
937,-0.878810703754425
938,-0.35917016863822937
939,-0.8861882090568542
940,15267958784.0
941,-0.12635007500648499
942,-0.35917016863822937
943,-0.7454820275306702
944,14.657642364501953
945,1123378.75
946,-0.751910388469696
947,-0.999416708946228
948,-0.8758364915847778
949,-0.8800939321517944
950,-0.8775779604911804
951,166099236683776.0
952,-0.8813802599906921
953,-0.8382816314697266
954,-0.8817481398582458
955,7.432728290557861
956,34.29300308227539
957,40.139129638671875
958,17.105545043945312
959,-0.35917016863822937
960,-0.35917016863822937
961,25051095040.0
962,4.746903896331787
963,-0.8801701068878174
964,-0.35917016863822937
965,-0.35917016863822937
966,551543177216.0
967,-0.35917016863822937
968,-0.8760045170783997
969,300.98309326171875
970,-0.8398023247718811
971,4.746903896331787
972,181.20675659179688
973,1.3929927349090576
974,-0.35917016863822937
975,-0.876742422580719
976,-0.8610832691192627
977,-0.8410413265228271
978,2.196035385131836
979,0.19685965776443481
980,7.801349639892578
981,4921.7763671875
982,2.5738837718963623
983,-0.877317488193512
984,65.57108306884766
985,-0.8760045170783997
986,-0.35917016863822937
987,-0.8794153332710266
988,2451545.75
989,-0.8775743246078491
990,-0.17599569261074066
991,-0.875725507736206
992,965429.8125
993,-0.9017149209976196
994,-0.8861882090568542
995,-0.8792062401771545
996,4.608923435211182
997,-0.7851099967956543
998,-0.8864001035690308
999,-0.8861882090568542
1000,-0.8727835416793823
1001,-0.8410639762878418
1002,-0.7748201489448547
1003,7.79780387878418
1004,27992.029296875
1005,15.587838172912598
1006,91335409664.0
1007,-0.829418420791626
